station_id,station_name,full_station_name,station_number,station_type,latitude,longitude,status,county_name,sample_code,sample_date,sample_depth,sample_depth_units,parameter,result,reporting_limit,units,method_name
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0117B0001,1/11/17 9:15,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0114B0001,1/15/14 9:05,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OM0191A0012,1/16/91 9:40,1,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0108B0002,1/16/08 7:46,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,AA0101B0066,1/17/01 8:50,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0107B0001,1/17/07 9:00,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0118B0001,1/17/18 9:35,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OB0106B0001,1/18/06 8:45,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OB0105B0012,1/19/05 9:35,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OC0111B0023,1/19/11 7:50,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OM0193A0034,1/20/93 9:30,1,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0116B0001,1/20/16 9:45,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0109B0015,1/21/09 8:35,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OD0110B0015,1/21/10 8:15,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0115B0001,1/21/15 8:30,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0119B0010,1/23/19 10:30,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0120B0001,1/23/20 8:45,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OC0112B0040,1/25/12 8:35,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OC0213B0005,2/13/13 8:25,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OB0206B0002,2/15/06 10:00,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0212B0064,2/15/12 8:25,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OB0205B0013,2/16/05 9:10,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OC0211B0024,2/16/11 7:45,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OC0210B0010,2/17/10 8:50,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0216B0003,2/17/16 9:20,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OC0209B0005,2/18/09 7:38,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0215B0002,2/18/15 8:01,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OM0292A0071,2/19/92 9:40,1,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OM0297A0062,2/19/97 9:40,1,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0208B0004,2/19/08 13:20,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0214B0002,2/19/14 8:48,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0220B0002,2/19/20 9:00,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OM0291A0041,2/20/91 8:50,1,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0207B0002,2/21/07 9:45,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0218B0002,2/21/18 9:30,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0219B0012,2/21/19 9:30,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0217B0024,2/23/17 7:45,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0314B0003,3/12/14 7:09,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0308B0005,3/14/08 7:50,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0317B0025,3/14/17 7:29,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OB0306B0004,3/15/06 9:15,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OB0305B0021,3/16/05 8:30,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OC0310B0012,3/16/10 8:15,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OC0311B0025,3/16/11 7:00,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0316B0004,3/16/16 9:28,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OM0393A0090,3/17/93 8:00,1,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,0A0399A0025,3/17/99 7:30,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0304B0964,3/17/04 10:00,1,Feet,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OM0392A0127,3/18/92 9:00,1,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OD0309B0004,3/18/09 7:20,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0315B0003,3/18/15 8:00,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0320B0003,3/18/20 8:00,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0319B0015,3/19/19 8:07,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OM0391A0080,3/20/91 9:20,1,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0307B0004,3/21/07 8:00,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OC0312B0041,3/21/12 7:08,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OG0313B0052,3/21/13 9:44,0.3,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0318B0003,3/21/18 9:00,0.3,Meters,Dissolved Mercury,0,,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0407B0006,4/12/07 8:36,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0418B0005,4/13/18 7:20,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OM0492A0198,4/15/92 9:30,1,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0409B0017,4/15/09 8:48,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0415B0005,4/15/15 8:06,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OC0413B0007,4/16/13 8:52,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0414B0005,4/16/14 9:13,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0419B0017,4/17/19 7:50,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0420B0005,4/17/20 8:50,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OM0495A0106,4/19/95 9:35,1,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,AA0400B0024,4/19/00 8:25,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OB0406B0006,4/19/06 8:30,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0410B0032,4/19/10 11:15,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0417B0038,4/19/17 7:03,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OB0405B0023,4/20/05 8:30,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OC0411B0027,4/20/11 6:57,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0416B0006,4/20/16 7:45,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,0A0499A0027,4/21/99 8:50,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0404B0002,4/21/04 8:20,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0408B0007,4/23/08 8:50,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OH0412B0002,4/25/12 8:00,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0519B0019,5/13/19 7:06,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OG0513B0056,5/14/13 8:40,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0507B0008,5/16/07 7:32,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OC0512B0043,5/16/12 6:35,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0518B0014,5/16/18 7:32,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OM0595A0124,5/17/95 8:20,1,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OB0506B0008,5/17/06 9:30,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0517B0052,5/17/17 7:32,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OM0594A0116,5/18/94 8:40,1,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OB0505B0027,5/18/05 9:00,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0511B0055,5/18/11 8:25,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0516B0018,5/18/16 8:35,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OM0593A0143,5/19/93 9:25,1,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0504B0004,5/19/04 8:40,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0510B0052,5/19/10 8:43,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OM0592A0251,5/20/92 9:40,1,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0509B0004,5/20/09 7:20,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0515B0007,5/20/15 8:48,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0514B0009,5/21/14 8:46,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0520B0007,5/21/20 9:00,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OA0508B0009,5/22/08 8:38,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,O0613B0002,6/12/13 9:00,0,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OU0606B0332,6/14/06 8:30,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OM0694A0142,6/15/94 8:50,1,Feet,Dissolved Mercury,0,0.001,ug/L,EPA 245.1 (D)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OB0605B0029,6/15/05 8:40,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OC0611B0029,6/15/11 7:40,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
422,TAB River Outlet,THERMALITO AFTERBAY A FEATHER R,TA001000,Surface Water,39.4556,121.6369,Review Status Unknown,Butte,OR0616B0020,6/15/16 8:35,0.15,Meters,Dissolved Mercury,0,0.0002,ug/L,EPA 200.8 (Hg Dissolved)
